customer_id,interaction_type,summary_text,updated_at,next_action,urgency
C_624339,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0036. اطلاعات تکمیلی ثبت شد.,2020-10-02,ارسال نمونه,عادی
C_625486,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0032.,2021-05-29,بازدید فنی,عادی
C_625486,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0035.,2021-05-22,پیگیری تلفنی,مهم
C_625486,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0037.,2021-07-04,بدون اقدام,عادی
C_625486,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0047.,2021-05-26,بدون اقدام,عادی
C_625486,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0049.,2021-07-18,جلسه قیمت,عادی
C_627716,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0039.,2021-07-15,پیگیری تلفنی,مهم
C_627716,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0048.,2022-03-09,ارسال نمونه,عادی
C_627716,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 0050.,2022-02-27,جلسه قیمت,مهم
C_627716,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0052.,2020-03-19,پیگیری تلفنی,عادی
C_627716,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0054.,2021-05-26,بدون اقدام,عادی
C_631025,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0051.,2020-08-20,بازدید فنی,عادی
C_631025,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0053.,2020-07-08,جلسه قیمت,عادی
C_631025,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0053. اطلاعات تکمیلی ثبت شد.,2020-07-16,جلسه قیمت,عادی
C_631025,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0055.,2020-05-03,بازدید فنی,عادی
C_631025,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: جلسه قیمت؛ فوریت: فوری؛ کد پیگیری 0058.,2020-09-07,جلسه قیمت,فوری
C_631025,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0061.,2020-04-19,جلسه قیمت,عادی
C_632933,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0056.,2021-10-07,بدون اقدام,عادی
C_632933,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0060.,2022-02-20,بدون اقدام,عادی
C_632933,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0060. اطلاعات تکمیلی ثبت شد.,2022-02-26,بدون اقدام,عادی
C_632933,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0062.,2021-09-22,پیگیری تلفنی,مهم
C_632933,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0065.,2020-05-23,بدون اقدام,عادی
C_632933,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0068.,2020-06-10,جلسه قیمت,عادی
C_633091,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 0063.,2020-07-23,جلسه قیمت,مهم
C_633091,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0066.,2020-07-19,پیگیری تلفنی,عادی
C_633091,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0070.,2020-02-19,بدون اقدام,عادی
C_633091,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0070. اطلاعات تکمیلی ثبت شد.,2020-02-23,بدون اقدام,عادی
C_633091,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0072.,2020-03-08,بدون اقدام,مهم
C_633091,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0074.,2020-06-06,پیگیری تلفنی,عادی
C_633514,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0071.,2021-05-01,پیگیری تلفنی,مهم
C_633514,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: بدون اقدام؛ فوریت: فوری؛ کد پیگیری 0073.,2021-06-16,بدون اقدام,فوری
C_633514,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بدون اقدام؛ فوریت: فوری؛ کد پیگیری 0076.,2021-04-18,بدون اقدام,فوری
C_633514,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0079.,2022-01-13,بدون اقدام,عادی
C_633514,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0079. اطلاعات تکمیلی ثبت شد.,2022-01-16,بدون اقدام,عادی
C_633514,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0081.,2021-05-02,بدون اقدام,عادی
C_633661,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0077.,2021-12-20,جلسه قیمت,عادی
C_633661,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0080.,2021-06-14,بازدید فنی,عادی
C_633661,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0083.,2020-12-03,ارسال نمونه,عادی
C_633661,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0085.,2021-05-23,بدون اقدام,عادی
C_633661,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0088.,2020-04-09,بازدید فنی,عادی
C_633661,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 0090. اطلاعات تکمیلی در نسخه دوم ثبت شد.,2020-09-24,جلسه قیمت,مهم
C_633661,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0092.,2020-10-11,ارسال نمونه,عادی
C_633661,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0094.,2020-07-30,پیگیری تلفنی,مهم
C_633661,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: فوری؛ کد پیگیری 0096.,2021-02-22,بدون اقدام,فوری
C_633661,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0098.,2020-07-16,بازدید فنی,عادی
C_633661,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0100.,2021-05-21,پیگیری تلفنی,عادی
C_633661,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 0103.,2020-05-07,بازدید فنی,فوری
C_633661,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 0103. اطلاعات تکمیلی ثبت شد.,2020-05-14,بازدید فنی,فوری
C_633661,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0106.,2020-10-23,بدون اقدام,عادی
C_633661,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0108.,2020-04-27,پیگیری تلفنی,عادی
C_633661,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 0110.,2021-04-04,بازدید فنی,مهم
C_636079,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0095.,2021-08-02,بازدید فنی,عادی
C_636079,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 0097.,2021-09-14,ارسال نمونه,مهم
C_636079,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0099.,2022-06-14,پیگیری تلفنی,عادی
C_636079,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0101.,2022-04-29,بدون اقدام,مهم
C_636079,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0104.,2022-05-31,ارسال نمونه,عادی
C_638314,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0100.,2020-03-09,پیگیری تلفنی,عادی
C_638314,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 0103.,2020-07-20,بازدید فنی,فوری
C_638314,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0106.,2021-04-09,بدون اقدام,عادی
C_638314,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0108.,2021-02-08,پیگیری تلفنی,عادی
C_638314,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 0110.,2020-04-03,بازدید فنی,مهم
C_642833,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0107.,2020-10-16,پیگیری تلفنی,عادی
C_642833,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 0109.,2020-11-17,جلسه قیمت,مهم
C_642833,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: فوری؛ کد پیگیری 0111.,2020-12-14,پیگیری تلفنی,فوری
C_642833,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 0113.,2020-10-29,جلسه قیمت,مهم
C_642833,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0115.,2020-11-30,پیگیری تلفنی,عادی
C_645011,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0112.,2020-09-06,بدون اقدام,مهم
C_645011,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0114.,2021-02-08,ارسال نمونه,عادی
C_645011,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0117.,2020-04-10,جلسه قیمت,عادی
C_645011,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0119.,2021-02-18,پیگیری تلفنی,عادی
C_645011,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0125.,2020-10-23,بدون اقدام,عادی
C_646025,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0118.,2020-03-05,بازدید فنی,عادی
C_646025,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: فوری؛ کد پیگیری 0123.,2020-04-06,پیگیری تلفنی,فوری
C_646025,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0126.,2020-02-26,بدون اقدام,مهم
C_646025,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0128.,2020-03-22,ارسال نمونه,عادی
C_646025,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0128. اطلاعات تکمیلی ثبت شد.,2020-03-31,ارسال نمونه,عادی
C_646025,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0130.,2020-03-04,پیگیری تلفنی,عادی
C_649318,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0127.,2021-09-16,جلسه قیمت,عادی
C_649318,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0129.,2020-06-18,بدون اقدام,عادی
C_649318,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0131.,2021-01-03,بازدید فنی,عادی
C_649318,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0133.,2020-07-02,بدون اقدام,مهم
C_649318,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0137.,2021-05-09,پیگیری تلفنی,عادی
C_649318,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0140.,2020-04-12,بدون اقدام,عادی
C_651986,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0133.,2020-04-01,بدون اقدام,مهم
C_651986,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0137.,2020-05-29,پیگیری تلفنی,عادی
C_651986,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0140.,2020-04-16,بدون اقدام,عادی
C_651986,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: فوری؛ کد پیگیری 0142.,2020-06-12,بدون اقدام,فوری
C_651986,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 0145.,2020-04-30,بازدید فنی,فوری
C_657627,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0141.,2022-04-11,بازدید فنی,عادی
C_657627,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 0143.,2021-10-15,ارسال نمونه,مهم
C_657627,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0146.,2021-09-27,پیگیری تلفنی,عادی
C_657627,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0148.,2022-02-17,جلسه قیمت,عادی
C_657627,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 0150.,2022-03-24,ارسال نمونه,مهم
C_657627,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0153.,2022-01-24,جلسه قیمت,عادی
C_658292,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0148.,2021-04-28,جلسه قیمت,عادی
C_658292,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 0150.,2021-06-10,ارسال نمونه,مهم
C_658292,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0153.,2021-06-28,جلسه قیمت,عادی
C_658292,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 0158.,2021-05-30,بازدید فنی,مهم
C_658292,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 0158. اطلاعات تکمیلی ثبت شد.,2021-06-01,بازدید فنی,مهم
C_658292,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0160.,2021-05-23,ارسال نمونه,عادی
C_658292,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0160. اطلاعات تکمیلی ثبت شد.,2021-05-27,ارسال نمونه,عادی
C_658638,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0156.,2022-01-27,ارسال نمونه,عادی
C_658638,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0159.,2021-12-01,پیگیری تلفنی,عادی
C_658638,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: فوری؛ کد پیگیری 0162.,2022-01-13,پیگیری تلفنی,فوری
C_658638,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 0164.,2022-01-09,بازدید فنی,فوری
C_658638,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0167.,2021-12-08,ارسال نمونه,عادی
C_661757,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0163.,2020-06-01,جلسه قیمت,عادی
C_661757,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0166.,2021-02-05,بازدید فنی,عادی
C_661757,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0166. اطلاعات تکمیلی ثبت شد.,2021-02-13,بازدید فنی,عادی
C_661757,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0168.,2020-04-23,بدون اقدام,عادی
C_661757,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0169. اطلاعات تکمیلی در نسخه دوم ثبت شد.,2021-11-05,بدون اقدام,عادی
C_661757,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0173.,2020-06-29,بدون اقدام,عادی
C_661757,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0176.,2020-12-17,بدون اقدام,مهم
C_661757,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0178.,2020-05-18,جلسه قیمت,عادی
C_661757,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 0180.,2021-12-03,ارسال نمونه,مهم
C_661757,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0181. اطلاعات تکمیلی در نسخه دوم ثبت شد.,2020-07-24,جلسه قیمت,عادی
C_661757,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0184.,2021-01-14,پیگیری تلفنی,عادی
C_662193,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0176.,2020-08-27,بدون اقدام,مهم
C_662193,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0178.,2020-04-12,جلسه قیمت,عادی
C_662193,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 0180.,2020-05-21,ارسال نمونه,مهم
C_662193,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0181. اطلاعات تکمیلی در نسخه دوم ثبت شد.,2021-09-12,جلسه قیمت,عادی
C_662193,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0184.,2021-02-01,پیگیری تلفنی,عادی
C_662193,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0188.,2020-08-23,بدون اقدام,مهم
C_662193,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0188. اطلاعات تکمیلی ثبت شد.,2020-08-31,بدون اقدام,مهم
