Request_ID,Customer_ID,Product_ID,Created_At,Available_At,Request_Type,Requirement_Text,Decision_At,Status,Outcome_Text,Owner_Unit,Source_System
PDR-000375,C_683666,P_RARE_Product_Family_03,2021-10-15,2021-10-16,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 222 کیلوگرم است.,2022-01-06,نمونه تأیید,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000376,C_444616,P_RARE_Product_Family_04,2020-09-03,2020-09-04,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 362 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000377,C_691869,P_RARE_Product_Family_04,2020-09-20,2020-09-20,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 409 کیلوگرم است.,2020-10-23,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000378,C_746892,P_266513,2020-04-30,2020-05-02,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 173 کیلوگرم است.,2020-06-15,نمونه تأیید,درخواست با محدودیت فنی فعلی سازگار نبود.,کنترل کیفیت,PLM_REQUESTS
PDR-000379,C_284990,P_319957,2021-01-17,2021-01-18,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 61 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000380,C_050237,P_RARE_Product_Family_04,2021-12-02,2021-12-03,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 333 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000381,C_282979,P_RARE_Product_Family_04,2020-12-15,2020-12-17,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000382,C_848211,P_RARE_Product_Family_04,2021-07-17,2021-07-17,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 467 کیلوگرم است.,2021-10-17,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000383,C_245948,P_082228,2020-12-31,2021-01-01,بسته,ابعاد و چیدمان بسته,2021-01-22,فنی رد,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000384,C_354860,P_571374,2020-10-19,2020-10-21,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 70 کیلوگرم است.,2020-11-29,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000385,C_683666,P_RARE_Product_Family_03,2020-10-24,2020-10-24,بسته,ابعاد و چیدمان بسته,2020-12-24,فنی رد,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000386,C_091997,P_RARE_Product_Family_02,2020-10-14,2020-10-15,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 90 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000387,C_769491,P_656451,2020-11-02,2020-11-04,بسته,ابعاد و چیدمان بسته,2021-02-11,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000388,C_806376,P_700346,2021-07-21,2021-07-23,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 284 کیلوگرم است.,2021-10-04,فنی رد,درخواست با محدودیت فنی فعلی سازگار نبود.,تحقیق,PLM_REQUESTS
PDR-000389,C_683666,P_RARE_Product_Family_03,2020-08-10,2020-08-10,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 283 کیلوگرم است.,2020-11-13,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000390,C_633661,P_RARE_Product_Family_03,2021-12-26,2021-12-28,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 295 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000391,C_117580,P_RARE_Product_Family_02,2020-09-01,2020-09-02,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 230 کیلوگرم است.,2020-12-13,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000392,C_683666,P_RARE_Product_Family_03,2021-02-05,2021-02-05,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 387 کیلوگرم است.,2021-04-29,نمونه تأیید,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000393,C_117580,P_672805,2020-09-13,2020-09-15,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 59 کیلوگرم است.,2020-11-15,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000394,C_746892,P_108987,2021-12-16,2021-12-16,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 316 کیلوگرم است.,2022-01-06,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000395,C_051706,P_703625,2020-07-11,2020-07-13,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 193 کیلوگرم است.,2020-10-11,درحال توسعه,درخواست با محدودیت فنی فعلی سازگار نبود.,تحقیق,PLM_REQUESTS
PDR-000396,C_155990,P_890872,2021-04-13,2021-04-14,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 166 کیلوگرم است.,2021-06-24,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000397,C_535756,P_635050,2021-03-18,2021-03-18,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000398,C_714619,P_476864,2020-05-16,2020-05-16,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 118 کیلوگرم است.,2020-07-10,درحال توسعه,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000399,C_265163,P_RARE_Product_Family_04,2021-10-19,2021-10-21,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 261 کیلوگرم است.,2021-11-23,فنی رد,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000400,C_937594,P_RARE_Product_Family_02,2022-04-07,2022-04-08,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 429 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000401,C_245948,P_159680,2021-07-11,2021-07-11,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 51 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000402,C_746892,P_RARE_Product_Family_03,2022-05-17,2022-05-19,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 399 کیلوگرم است.,2022-08-05,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000403,C_169164,P_RARE_Product_Family_01,2022-07-08,2022-07-09,بسته,ابعاد و چیدمان بسته,2022-09-07,درحال توسعه,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000404,C_980626,P_RARE_Product_Family_03,2020-04-26,2020-04-26,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 269 کیلوگرم است.,2020-06-06,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000405,C_848211,P_836866,2021-08-18,2021-08-20,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 192 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000406,C_593639,P_RARE_Product_Family_03,2020-05-22,2020-05-23,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 475 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000407,C_342564,P_264078,2020-05-11,2020-05-11,بسته,ابعاد و چیدمان بسته,2020-07-22,فنی رد,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000408,C_126481,P_RARE_Product_Family_03,2020-03-04,2020-03-06,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 137 کیلوگرم است.,2020-04-25,نمونه تأیید,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000409,C_150182,P_471556,2020-12-26,2020-12-27,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 206 کیلوگرم است.,2021-01-27,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000410,C_119382,P_456585,2021-11-23,2021-11-23,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000411,C_672706,P_RARE_Product_Family_05,2022-01-15,2022-01-16,بسته,ابعاد و چیدمان بسته,2022-03-26,فنی رد,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000412,C_746892,P_919572,2022-01-20,2022-01-22,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 143 کیلوگرم است.,2022-04-19,نمونه تأیید,درخواست با محدودیت فنی فعلی سازگار نبود.,برنامه,PLM_REQUESTS
PDR-000413,C_762928,P_434331,2021-08-30,2021-08-30,بسته,ابعاد و چیدمان بسته,2021-09-18,فنی رد,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000414,C_683666,P_165831,2020-12-25,2020-12-27,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 162 کیلوگرم است.,2021-02-24,درحال توسعه,درخواست با محدودیت فنی فعلی سازگار نبود.,برنامه,PLM_REQUESTS
PDR-000415,C_683666,P_RARE_Product_Family_03,2021-12-14,2021-12-14,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 97 کیلوگرم است.,2022-03-05,فنی رد,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000416,C_792125,P_RARE_Product_Family_05,2022-05-01,2022-05-02,بسته,ابعاد و چیدمان بسته,2022-08-09,درحال توسعه,درخواست با محدودیت فنی فعلی سازگار نبود.,تحقیق,PLM_REQUESTS
PDR-000417,C_431655,P_525309,2021-07-08,2021-07-10,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 211 کیلوگرم است.,2021-08-07,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000418,C_683666,P_RARE_Product_Family_03,2020-07-06,2020-07-07,بهبود شید رنگ,پایداری شید رنگ در بچ,2020-09-16,درحال توسعه,درخواست با محدودیت فنی فعلی سازگار نبود.,کنترل کیفیت,PLM_REQUESTS
PDR-000419,C_705572,P_RARE_Product_Family_04,2021-07-23,2021-07-25,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 120 کیلوگرم است.,2021-10-23,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000420,C_419410,P_215215,2022-01-15,2022-01-17,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 352 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000421,C_746892,P_995713,2020-06-08,2020-06-09,بسته,ابعاد و چیدمان بسته,2020-07-28,نمونه تأیید,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000422,C_683666,P_RARE_Product_Family_03,2022-02-21,2022-02-22,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 327 کیلوگرم است.,2022-03-12,درحال توسعه,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000423,C_479796,P_512113,2020-05-06,2020-05-06,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 419 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000424,C_806376,P_275491,2021-11-17,2021-11-17,بسته,ابعاد و چیدمان بسته,2022-01-15,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000425,C_144468,P_444447,2021-01-01,2021-01-03,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 386 کیلوگرم است.,2021-02-09,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000426,C_117580,P_RARE_Product_Family_03,2020-08-07,2020-08-09,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 239 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000427,C_094312,P_RARE_Product_Family_03,2022-01-09,2022-01-10,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000428,C_594561,P_RARE_Product_Family_01,2021-08-20,2021-08-20,بهبود شید رنگ,پایداری شید رنگ در بچ,2021-11-20,فنی رد,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000429,C_672706,P_RARE_Product_Family_05,2021-02-28,2021-03-02,بسته,ابعاد و چیدمان بسته,2021-05-12,درحال توسعه,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000430,C_117580,P_769459,2020-10-28,2020-10-29,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 491 کیلوگرم است.,2021-01-26,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000431,C_265163,P_RARE_Product_Family_04,2021-10-04,2021-10-06,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 361 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000432,C_172705,P_RARE_Product_Family_04,2021-08-02,2021-08-04,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 451 کیلوگرم است.,2021-09-22,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000433,C_117580,P_593409,2020-10-10,2020-10-10,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 205 کیلوگرم است.,2020-12-19,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000434,C_762928,P_RARE_Product_Family_04,2021-09-04,2021-09-04,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 452 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000435,C_746892,P_693439,2020-06-04,2020-06-05,بهبود شید رنگ,پایداری شید رنگ در بچ,2020-07-05,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000436,C_980957,P_995713,2021-11-25,2021-11-26,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 390 کیلوگرم است.,2022-01-26,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000437,C_633661,P_RARE_Product_Family_03,2022-05-31,2022-06-02,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 319 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000438,C_518441,P_RARE_Product_Family_04,2020-04-02,2020-04-02,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 258 کیلوگرم است.,2020-06-09,فنی رد,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000439,C_683666,P_484354,2022-03-08,2022-03-09,بسته,ابعاد و چیدمان بسته,2022-06-04,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000440,C_739474,P_RARE_Product_Family_02,2020-12-25,2020-12-25,بهبود شید رنگ,پایداری شید رنگ در بچ,2021-04-08,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000441,C_812674,P_425142,2021-11-28,2021-11-30,بهبود شید رنگ,پایداری شید رنگ در بچ,2022-02-21,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000442,C_329432,P_003843,2021-02-03,2021-02-04,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 467 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000443,C_812674,P_995713,2020-07-10,2020-07-10,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 339 کیلوگرم است.,2020-08-24,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000444,C_376594,P_992126,2020-07-21,2020-07-22,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000445,C_799217,P_383500,2020-05-14,2020-05-14,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 261 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000446,C_117580,P_593409,2020-09-20,2020-09-22,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 94 کیلوگرم است.,2020-11-13,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000447,C_315505,P_RARE_Product_Family_03,2021-01-12,2021-01-13,بسته,ابعاد و چیدمان بسته,2021-02-15,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000448,C_603968,P_591650,2021-04-24,2021-04-26,بهبود شید رنگ,پایداری شید رنگ در بچ,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000449,C_421083,P_970810,2021-05-17,2021-05-18,بهبود شید رنگ,پایداری شید رنگ در بچ,2021-07-18,درحال توسعه,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000450,C_412635,P_428591,2022-01-18,2022-01-20,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 74 کیلوگرم است.,2022-02-21,درحال توسعه,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000451,C_762928,P_159680,2021-09-11,2021-09-11,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 214 کیلوگرم است.,2021-11-04,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000452,C_683666,P_RARE_Product_Family_03,2020-07-30,2020-07-31,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 96 کیلوگرم.,2020-10-12,درحال توسعه,بررسی فنی ادامه دارد.,کنترل کیفیت,PLM_REQUESTS
PDR-000453,C_155990,P_RARE_Product_Family_03,2021-05-17,2021-05-19,تغییر دنیر,درخواست «تغییر دنیر» برای آزمون خط مشتری؛ حجم نمونه 406 کیلوگرم.,2021-08-19,فنی رد,بررسی فنی ادامه دارد.,کنترل کیفیت,PLM_REQUESTS
PDR-000454,C_066978,P_RARE_Product_Family_04,2022-04-16,2022-04-16,بهبود شید رنگ,درخواست «بهبود شید رنگ» برای آزمون خط مشتری؛ حجم نمونه 339 کیلوگرم.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000455,C_746892,P_003764,2022-03-16,2022-03-17,بسته,درخواست «بسته,2022-04-28,فنی رد,نمونه آزمایشی آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000456,C_870695,P_RARE_Product_Family_04,2022-05-09,2022-05-11,تغییر دنیر,درخواست «تغییر دنیر» برای آزمون خط مشتری؛ حجم نمونه 459 کیلوگرم.,2022-07-11,نمونه تأیید,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000457,C_768792,P_434331,2021-07-23,2021-07-23,بهبود شید رنگ,درخواست «بهبود شید رنگ» برای آزمون خط مشتری؛ حجم نمونه 168 کیلوگرم.,2021-10-13,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000458,C_412635,P_174951,2021-01-27,2021-01-28,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 229 کیلوگرم.,2021-05-09,نمونه تأیید,نمونه آزمایشی آماده شد.,برنامه,PLM_REQUESTS
PDR-000459,C_672256,P_RARE_Product_Family_03,2021-01-03,2021-01-05,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 78 کیلوگرم.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000460,C_265163,P_RARE_Product_Family_05,2021-09-22,2021-09-22,بسته,درخواست «بسته,2021-11-16,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000461,C_401016,P_913911,2020-09-25,2020-09-27,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 140 کیلوگرم.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000462,C_474104,P_RARE_Product_Family_01,2020-07-31,2020-08-02,بسته,درخواست «بسته,2020-11-03,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000463,C_806376,P_769459,2021-10-03,2021-10-04,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 365 کیلوگرم.,2021-12-17,نمونه تأیید,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000464,C_683666,P_RARE_Product_Family_03,2021-05-22,2021-05-24,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 490 کیلوگرم.,2021-07-27,فنی رد,با محدودیت فنی فعلی سازگار نبود.,برنامه,PLM_REQUESTS
PDR-000465,C_317124,P_353110,2021-02-08,2021-02-09,بهبود شید رنگ,درخواست «بهبود شید رنگ» برای آزمون خط مشتری؛ حجم نمونه 167 کیلوگرم.,2021-03-27,درحال توسعه,بررسی فنی ادامه دارد.,برنامه,PLM_REQUESTS
PDR-000466,C_984759,P_215720,2021-11-15,2021-11-16,بسته,درخواست «بسته,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000467,C_535756,P_812406,2021-04-07,2021-04-07,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 477 کیلوگرم.,2021-07-02,درحال توسعه,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000468,C_951507,P_427325,2021-02-16,2021-02-17,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 191 کیلوگرم.,2021-05-04,نمونه تأیید,نمونه آزمایشی آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000469,C_848211,P_146351,2021-08-12,2021-08-12,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 91 کیلوگرم.,2021-10-09,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000470,C_683666,P_726474,2020-11-14,2020-11-14,بسته,درخواست «بسته,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000471,C_705572,P_RARE_Product_Family_04,2021-03-11,2021-03-12,بسته,درخواست «بسته,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000472,C_603877,P_528908,2020-08-20,2020-08-21,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 83 کیلوگرم.,2020-09-23,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000473,C_768792,P_RARE_Product_Family_04,2021-10-19,2021-10-21,تغییر دنیر,درخواست «تغییر دنیر» برای آزمون خط مشتری؛ حجم نمونه 149 کیلوگرم.,2021-12-12,نمونه تأیید,نمونه آزمایشی آماده شد.,برنامه,PLM_REQUESTS
PDR-000474,C_806376,P_672805,2021-01-27,2021-01-28,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 418 کیلوگرم.,2021-03-30,درحال توسعه,نمونه آزمایشی آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000475,C_117580,P_RARE_Product_Family_02,2020-11-02,2020-11-04,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 241 کیلوگرم.,2021-01-23,فنی رد,نمونه آزمایشی آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000476,C_303006,P_353119,2020-11-16,2020-11-18,بهبود شید رنگ,درخواست «بهبود شید رنگ» برای آزمون خط مشتری؛ حجم نمونه 351 کیلوگرم.,2020-12-09,درحال توسعه,نمونه آزمایشی آماده شد.,برنامه,PLM_REQUESTS
