customer_id,Product_id,complaint_text,severity,created_at,complaint_status,text_resolution
C_152471,P_468134,مشتري اعلام نموده است پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع‌شدگي بيش از انتظار است.,متوسط,2021-04-25,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه‌گیری قطعی مقرر گردید دوک نمونه و تصاویر مربوط به همبافت 1320500528+1320500545 ارسال شود. تا زمان دریافت نمونه و انجام آزمون تکمیلی، موضوع نیازمند بررسی باقی می‌ماند و بازتنظیم دمای هات‌رول و ثبت الزام شرینکیج.
C_915518,P_970810,در همبافت 1320500562 پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع‌شدگي بيش از انتظار است.,زیاد,2021-11-28,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320500562 مشخص گردید شرایط حرارتی نامتوازن در تولید. موضوع به سرپرست سالن FDY اعلام و مقرر شد بازتنظیم دمای هات‌رول و ثبت الزام شرینکیج. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_172705,P_061764,بر اساس تصاوير ارسالي مشتري در سطح نخ فيلامنت باز و پرز موضعي ديده مي‌شود.,کم,2021-07-17,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320600579 مشخص گردید آسیب گاید یا تماس مکانیکی نخ. موضوع به سرپرست سالن FDY اعلام و مقرر شد بازبینی گایدها و تعویض قطعات دارای پلیسه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_551361,P_RARE_Product_Family_03,بر اساس تصاوير ارسالي مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين‌ها مشاهده شده است.,متوسط,2020-08-29,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320600596 مشخص گردید اختلاف ساختار یا شرینکیج. موضوع به سرپرست سالن FDY اعلام و مقرر شد آزمون شید و شرینکیج روی نمونه شاهد. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_633661,P_850562,در همبافت 1320600613 بسته‌ها سختي يکنواخت ندارند و در بازشدن نخ مشکل ايجاد مي‌شود.,زیاد,2020-10-17,درحال بررسی,
C_051706,P_408775,مشتري اعلام نموده است نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,زیاد,2021-01-02,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320600630 مشخص گردید کاهش استحکام در چند پوزیشن تولید. موضوع به سرپرست سالن FDY اعلام و مقرر شد تفکیک پوزیشن‌های مسئله‌دار و کنترل Tenacity. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_042732,P_RARE_Product_Family_05,بر اساس تصاوير ارسالي مشتري بسته‌ها سختي يکنواخت ندارند و در بازشدن نخ مشکل ايجاد مي‌شود. مشتري عکس ارسال نموده است.,کم,2022-01-08,درحال بررسی,
C_848211,P_118397,طبق اعلام مشتري بسته‌ها سختي يکنواخت ندارند و در بازشدن نخ مشکل ايجاد مي‌شود. مشتري عکس ارسال نموده است.,متوسط,2021-03-08,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320700681 مشخص گردید تنشن نامناسب وایندر. موضوع به سرپرست سالن FDY اعلام و مقرر شد تنظیم تنشن و کنترل دانسیته بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_317124,P_RARE_Product_Family_03,طبق اعلام مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين‌ها مشاهده شده است.,کم,2021-07-26,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه‌گیری قطعی مقرر گردید دوک نمونه و تصاویر مربوط به همبافت 1320700698 ارسال شود. تا زمان دریافت نمونه و انجام آزمون تکمیلی، موضوع نیازمند بررسی باقی می‌ماند و آزمون شید و شرینکیج روی نمونه شاهد.
C_113139,P_230552,مشتري اعلام نموده است مشخصات دنير روي دوک با ليبل پالت همخواني ندارد. مشتري عکس ارسال نموده است.,متوسط,2022-06-27,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه‌گیری قطعی مقرر گردید دوک نمونه و تصاویر مربوط به همبافت 1320700715 ارسال شود. تا زمان دریافت نمونه و انجام آزمون تکمیلی، موضوع نیازمند بررسی باقی می‌ماند و کنترل بارکد و تطبیق لیبل قبل از شیرینگ.
C_806376,P_RARE_Product_Family_02,بر اساس تصاوير ارسالي مشتري پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع‌شدگي بيش از انتظار است.,متوسط,2021-09-07,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1320700732 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_683666,P_RARE_Product_Family_03,بر اساس تصاوير ارسالي مشتري در بافت ظريف نوارهاي ضخيم و نازک مشاهده شده و نمره نخ يکنواخت نيست. مشتري عکس ارسال نموده است.,متوسط,2020-08-11,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320700749 مشخص گردید نوسان کشش در Draw Winding. موضوع به سرپرست سالن FDY اعلام و مقرر شد کالیبراسیون واحد کشش و افزایش دفعات آزمون دنیر. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_575381,P_150094,مشتري اعلام نموده است پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع‌شدگي بيش از انتظار است.,متوسط,2022-05-02,درحال بررسی,
C_465481,P_087122,در همبافت 1320800800 در سطح نخ فيلامنت باز و پرز موضعي ديده مي‌شود.,بحرانی,2020-02-17,درحال بررسی,
C_806376,P_RARE_Product_Family_02,بر اساس تصاوير ارسالي مشتري نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,متوسط,2021-08-30,درحال بررسی,
C_342564,P_RARE_Product_Family_03,در همبافت 1320900834 نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,متوسط,2021-12-06,درحال بررسی,
C_117580,P_RARE_Product_Family_02,مشتري اعلام نموده است ازدياد طول بوبين‌ها يکسان نيست و در بافت تنشن متفاوت ايجاد مي‌شود.,زیاد,2020-07-18,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1321000851 مشخص گردید تفاوت Draw Ratio بین پوزیشن‌ها. موضوع به سرپرست سالن FDY اعلام و مقرر شد همسان‌سازی Draw Ratio و آزمون Elongation نمونه‌های بیشتر. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_245948,P_434331,بر اساس تصاوير ارسالي مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين‌ها مشاهده شده است.,متوسط,2020-10-17,درحال بررسی,
C_126481,P_548156,طبق اعلام مشتري لبه دوک آسيب دارد و چند بوبين در پالت سائيدگي پيدا کرده است.,کم,2020-08-01,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1321100885 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_842281,P_RARE_Product_Family_03,طبق اعلام مشتري مشخصات دنير روي دوک با ليبل پالت همخواني ندارد. مشتري عکس ارسال نموده است.,زیاد,2020-11-28,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1321200902 مشخص گردید خطای بسته‌بندی و لیبل. موضوع به سرپرست سالن FDY اعلام و مقرر شد کنترل بارکد و تطبیق لیبل قبل از شیرینگ. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_317124,P_204716,مشتري اعلام نموده است در سطح نخ فيلامنت باز و پرز موضعي ديده مي‌شود.,کم,2021-04-07,درحال بررسی,
C_227779,P_352669,طبق اعلام مشتري بسته‌ها سختي يکنواخت ندارند و در بازشدن نخ مشکل ايجاد مي‌شود. مشتري عکس ارسال نموده است.,متوسط,2022-05-04,درحال بررسی,
C_245948,P_950323,بر اساس تصاوير ارسالي مشتري مشخصات دنير روي دوک با ليبل پالت همخواني ندارد.,زیاد,2020-12-16,درحال بررسی,
C_746892,P_961834,طبق اعلام مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين‌ها مشاهده شده است.,بحرانی,2021-09-22,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1324300970 مشخص گردید اختلاف ساختار یا شرینکیج. موضوع به سرپرست سالن FDY اعلام و مقرر شد آزمون شید و شرینکیج روی نمونه شاهد. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_412635,P_428591,بر اساس تصاوير ارسالي مشتري لبه دوک آسيب دارد و چند بوبين در پالت سائيدگي پيدا کرده است.,زیاد,2022-02-07,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه‌گیری قطعی مقرر گردید دوک نمونه و تصاویر مربوط به همبافت 1324400987 ارسال شود. تا زمان دریافت نمونه و انجام آزمون تکمیلی، موضوع نیازمند بررسی باقی می‌ماند و تعویض دوک و اصلاح لایی پالت.
C_745468,P_983543,مشتري اعلام نموده است نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است. مشتري عکس ارسال نموده است.,زیاد,2020-11-11,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1324401004 مشخص گردید کاهش استحکام در چند پوزیشن تولید. موضوع به سرپرست سالن FDY اعلام و مقرر شد تفکیک پوزیشن‌های مسئله‌دار و کنترل Tenacity. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_419410,P_725670,در همبافت 1324401021 مشخصات دنير روي دوک با ليبل پالت همخواني ندارد.,متوسط,2021-07-09,بسته‌شده,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.
C_698497,P_RARE_Product_Family_05,در همبافت 1324501055 بسته‌ها سختي يکنواخت ندارند و در بازشدن نخ مشکل ايجاد مي‌شود.,متوسط,2020-10-09,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1324501055 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_245948,P_RARE_Product_Family_04,در همبافت 1324501072 در سطح نخ فيلامنت باز و پرز موضعي ديده مي‌شود.,متوسط,2020-11-18,درحال بررسی,
C_183105,P_RARE_Product_Family_OTHER,مشتري اعلام نموده است پس از رنگرزي محصول تک‌رنگ، راه‌راهی و اختلاف شيد مشاهده شده است.,متوسط,2022-07-06,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1330101480 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_465481,P_427325,بر اساس تصاوير ارسالي مشتري نقاط اتصال نخ کم است و فيلامنت‌ها در بافت از هم باز مي‌شوند.,متوسط,2020-08-14,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330201497+1330201514 مشخص گردید فشار هوای جت کمتر از ستینگ. موضوع به سرپرست سالن DTY اعلام و مقرر شد تنظیم فشار جت و اندازه‌گیری تعداد نقاط مینگل. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_465481,P_427325,مشتري اعلام نموده است پرز و فيلامنت پارگي موجب توقف مکرر ماشين بافندگي شده است.,کم,2020-05-10,بسته‌شده,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.
C_806376,P_593409,در همبافت 1330201548 گره‌هاي ميکرو در نخ زياد است و زيردست پارچه خشن شده است.,متوسط,2021-01-02,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330201548 مشخص گردید فشار هوای جت بیشتر از الزام. موضوع به سرپرست سالن DTY اعلام و مقرر شد کاهش فشار جت و ثبت سطح مینگل سفارش. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_180745,P_RARE_Product_Family_04,مشتري اعلام نموده است نقاط اتصال نخ کم است و فيلامنت‌ها در بافت از هم باز مي‌شوند.,متوسط,2020-06-04,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1330301565 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_746892,P_RARE_Product_Family_03,بر اساس تصاوير ارسالي مشتري گره‌هاي ميکرو در نخ زياد است و زيردست پارچه خشن شده است.,بحرانی,2021-01-07,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330301582 مشخص گردید فشار هوای جت بیشتر از الزام. موضوع به سرپرست سالن DTY اعلام و مقرر شد کاهش فشار جت و ثبت سطح مینگل سفارش. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_746892,P_840489,طبق اعلام مشتري نمره نخ توليدي خارج از بازه سفارش گزارش شده است.,کم,2020-04-30,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330401599 مشخص گردید نوسان Draw Ratio. موضوع به سرپرست سالن DTY اعلام و مقرر شد کنترل دنیر و ثبت نمونه شاهد هر پوزیشن. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_117580,P_275491,طبق اعلام مشتري گره‌هاي ميکرو در نخ زياد است و زيردست پارچه خشن شده است.,متوسط,2020-09-24,درحال بررسی,
C_126481,P_RARE_Product_Family_03,طبق اعلام مشتري سطح بعضي بوبين‌ها چرب و بعضي خشک است و اصطکاک متفاوت دارد. مشتري عکس ارسال نموده است.,زیاد,2020-05-14,درحال بررسی,
C_445916,P_RARE_Product_Family_01,طبق اعلام مشتري نخ از پهلوي بسته خارج مي‌شود و هنگام مصرف ريزش دارد.,کم,2020-07-14,درحال بررسی,
C_746892,P_RARE_Product_Family_03,در همبافت 1330501667 نقاط اتصال نخ کم است و فيلامنت‌ها در بافت از هم باز مي‌شوند.,متوسط,2022-05-24,درحال بررسی,
C_815913,P_565736,مشتري اعلام نموده است گره‌هاي ميکرو در نخ زياد است و زيردست پارچه خشن شده است.,کم,2020-12-15,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330501684 مشخص گردید فشار هوای جت بیشتر از الزام. موضوع به سرپرست سالن DTY اعلام و مقرر شد کاهش فشار جت و ثبت سطح مینگل سفارش. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_829082,P_672380,طبق اعلام مشتري پس از رنگرزي محصول تک‌رنگ، راه‌راهی و اختلاف شيد مشاهده شده است.,متوسط,2021-11-30,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330501701+1330501718 مشخص گردید اختلاف کریمپ و جذب رنگ. موضوع به سرپرست سالن DTY اعلام و مقرر شد آزمون Dye Uptake و همگن‌سازی ستینگ هیتر. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_672256,P_RARE_Product_Family_03,بر اساس تصاوير ارسالي مشتري حجم نخ بين بوبين‌ها متفاوت و در پارچه رگه ايجاد شده است. مشتري عکس ارسال نموده است.,زیاد,2020-10-12,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه‌گیری قطعی مقرر گردید دوک نمونه و تصاویر مربوط به همبافت 1330601735 ارسال شود. تا زمان دریافت نمونه و انجام آزمون تکمیلی، موضوع نیازمند بررسی باقی می‌ماند و کنترل دمای هیتر و Crimp Contraction.
C_672706,P_RARE_Product_Family_05,مشتري اعلام نموده است نخ در بافت پيچيدگي و گيرکردن داشته و تنشن بوبين‌ها متفاوت است.,متوسط,2021-08-30,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه‌گیری قطعی مقرر گردید دوک نمونه و تصاویر مربوط به همبافت 1330601752 ارسال شود. تا زمان دریافت نمونه و انجام آزمون تکمیلی، موضوع نیازمند بررسی باقی می‌ماند و بازتنظیم دیسک‌ها و کنترل تنشن خروجی.
C_627716,P_RARE_Product_Family_04,در همبافت 1330601769 سطح بعضي بوبين‌ها چرب و بعضي خشک است و اصطکاک متفاوت دارد.,متوسط,2022-04-11,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330601769 مشخص گردید نوسان Oil Pick-up. موضوع به سرپرست سالن DTY اعلام و مقرر شد کالیبراسیون پمپ روغن و آزمون OPU. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_099163,P_070345,بر اساس تصاوير ارسالي مشتري نمره نخ توليدي خارج از بازه سفارش گزارش شده است.,متوسط,2020-11-02,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330701786 مشخص گردید نوسان Draw Ratio. موضوع به سرپرست سالن DTY اعلام و مقرر شد کنترل دنیر و ثبت نمونه شاهد هر پوزیشن. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_472366,P_RARE_Product_Family_02,طبق اعلام مشتري پرز و فيلامنت پارگي موجب توقف مکرر ماشين بافندگي شده است. مشتري عکس ارسال نموده است.,کم,2022-01-01,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه‌گیری قطعی مقرر گردید دوک نمونه و تصاویر مربوط به همبافت 1330701803 ارسال شود. تا زمان دریافت نمونه و انجام آزمون تکمیلی، موضوع نیازمند بررسی باقی می‌ماند و تعویض دیسک/گاید معیوب و تفکیک بوبین‌ها.
C_746892,P_RARE_Product_Family_02,طبق اعلام مشتري نخ از پهلوي بسته خارج مي‌شود و هنگام مصرف ريزش دارد.,متوسط,2021-11-13,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1330701820 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_769491,P_379523,بر اساس تصاوير ارسالي مشتري پس از رنگرزي محصول تک‌رنگ، راه‌راهی و اختلاف شيد مشاهده شده است.,متوسط,2020-10-17,درحال بررسی,
C_365277,P_292075,طبق اعلام مشتري حجم نخ بين بوبين‌ها متفاوت و در پارچه رگه ايجاد شده است.,متوسط,2020-06-22,درحال بررسی,
C_829082,P_RARE_Product_Family_05,طبق اعلام مشتري نخ از پهلوي بسته خارج مي‌شود و هنگام مصرف ريزش دارد.,کم,2021-10-28,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1330901871 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_245948,P_082228,در همبافت 1330901888 حجم نخ بين بوبين‌ها متفاوت و در پارچه رگه ايجاد شده است.,بحرانی,2021-08-26,درحال بررسی,
C_398853,P_282386,طبق اعلام مشتري گره‌هاي ميکرو در نخ زياد است و زيردست پارچه خشن شده است.,متوسط,2020-03-27,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330901905 مشخص گردید فشار هوای جت بیشتر از الزام. موضوع به سرپرست سالن DTY اعلام و مقرر شد کاهش فشار جت و ثبت سطح مینگل سفارش. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_593639,P_RARE_Product_Family_05,مشتري اعلام نموده است سطح بعضي بوبين‌ها چرب و بعضي خشک است و اصطکاک متفاوت دارد.,بحرانی,2021-11-05,درحال بررسی,
C_762928,P_742720,در همبافت 1331101939 پرز و فيلامنت پارگي موجب توقف مکرر ماشين بافندگي شده است.,متوسط,2021-12-01,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1331101939 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_611705,P_174951,بر اساس تصاوير ارسالي مشتري حجم نخ بين بوبين‌ها متفاوت و در پارچه رگه ايجاد شده است.,زیاد,2021-12-17,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1331201956 مشخص گردید نوسان دمای هیتر یا نسبت کشش. موضوع به سرپرست سالن DTY اعلام و مقرر شد کنترل دمای هیتر و Crimp Contraction. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_051706,P_RARE_Product_Family_03,طبق اعلام مشتري سطح بعضي بوبين‌ها چرب و بعضي خشک است و اصطکاک متفاوت دارد. مشتري عکس ارسال نموده است.,زیاد,2022-07-13,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1331201973 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_683666,P_RARE_Product_Family_03,بر اساس تصاوير ارسالي مشتري سطح بعضي بوبين‌ها چرب و بعضي خشک است و اصطکاک متفاوت دارد.,کم,2021-06-02,درحال بررسی,
C_806376,P_275491,بر اساس تصاوير ارسالي مشتري نقاط اتصال نخ کم است و فيلامنت‌ها در بافت از هم باز مي‌شوند.,زیاد,2021-08-04,درحال بررسی,
C_566726,P_RARE_Product_Family_05,بر اساس تصاوير ارسالي مشتري نقاط اتصال نخ کم است و فيلامنت‌ها در بافت از هم باز مي‌شوند.,متوسط,2020-11-25,درحال بررسی,
C_746892,P_542809,طبق اعلام مشتري نخ در بافت پيچيدگي و گيرکردن داشته و تنشن بوبين‌ها متفاوت است.,زیاد,2021-10-11,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1334202041 مشخص گردید تنظیم نبودن واحد False Twist. موضوع به سرپرست سالن DTY اعلام و مقرر شد بازتنظیم دیسک‌ها و کنترل تنشن خروجی. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_117580,P_RARE_Product_Family_02,مشتري اعلام نموده است گره‌هاي ميکرو در نخ زياد است و زيردست پارچه خشن شده است.,متوسط,2020-07-08,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1334202058 مشخص گردید فشار هوای جت بیشتر از الزام. موضوع به سرپرست سالن DTY اعلام و مقرر شد کاهش فشار جت و ثبت سطح مینگل سفارش. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_683666,P_RARE_Product_Family_03,در همبافت 1334302075 گره‌هاي ميکرو در نخ زياد است و زيردست پارچه خشن شده است.,زیاد,2021-02-23,درحال بررسی,
C_691869,P_159680,مشتري اعلام نموده است نخ در بافت پيچيدگي و گيرکردن داشته و تنشن بوبين‌ها متفاوت است.,متوسط,2020-06-02,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1334402092 مشخص گردید تنظیم نبودن واحد False Twist. موضوع به سرپرست سالن DTY اعلام و مقرر شد بازتنظیم دیسک‌ها و کنترل تنشن خروجی. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
