Interaction_ID,Record_Version,Customer_ID,Product_ID,Event_Time,Available_At,Updated_At,Interaction_Type,Summary_Text,Next_Action,Record_Status,Source_System,Sales_Rep_ID
INT-0001641,1,C_439356,P_225225,2021-01-27,2021-01-29,2021-01-29,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2214.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0001642,1,C_439356,P_225225,2020-12-27,2020-12-28,2020-12-28,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 2217.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0001643,1,C_439356,P_225225,2021-02-09,2021-02-09,2021-02-09,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2219.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0001644,1,C_439356,P_225225,2020-10-12,2020-10-13,2020-10-13,وصول مطالبات,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0001645,1,C_440132,P_RARE_Product_Family_03,2022-03-11,2022-03-11,2022-03-11,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: فوری؛ کد پیگیری 2218.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001646,1,C_440132,P_402520,2021-10-31,2021-11-02,2021-11-02,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 2221.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001647,1,C_440132,,2021-09-30,2021-10-01,2021-10-01,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 2224.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001648,1,C_440132,P_402520,2021-09-22,2021-09-24,2021-09-24,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2227.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001649,1,C_440132,P_986783,2021-11-05,2021-11-06,2021-11-06,وصول مطالبات,مشتری برنامه تسویه مرحله,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001650,1,C_442101,P_230552,2020-12-17,2020-12-19,2020-12-19,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2226.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001651,1,C_442101,,2020-11-03,2020-11-03,2020-11-03,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2228.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001652,1,C_442101,,2020-12-04,2020-12-05,2020-12-05,وصول مطالبات,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001653,1,C_442101,P_230552,2020-10-21,2020-10-23,2020-10-23,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 2232.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001654,1,C_442101,P_230552,2020-11-21,2020-11-21,2020-11-21,وصول مطالبات,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001655,1,C_444616,P_735610,2020-10-13,2020-10-14,2020-10-14,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 2231.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0001656,1,C_444616,,2021-08-15,2021-08-17,2021-08-17,وصول مطالبات,زمان,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0001657,1,C_444616,,2020-09-23,2020-09-23,2020-09-23,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 2236.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0001658,1,C_444616,P_RARE_Product_Family_04,2020-08-10,2020-08-11,2020-08-11,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2239.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0001659,1,C_444616,P_RARE_Product_Family_04,2020-05-14,2020-05-16,2020-05-16,پیگیری سفارش,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0001660,1,C_444616,P_RARE_Product_Family_04,2020-04-24,2020-04-25,2020-04-25,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2244.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0001661,1,C_445916,P_RARE_Product_Family_01,2021-12-21,2021-12-21,2021-12-21,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2239.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0001662,1,C_445916,P_RARE_Product_Family_01,2021-02-06,2021-02-06,2021-02-06,پیگیری سفارش,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0001662,2,C_445916,P_RARE_Product_Family_01,2021-02-06,2021-02-06,2021-02-15,پیگیری سفارش,زمان,بدون اقدام,اصلاح,CRM_ACTIVITIES,REP-004
INT-0001663,1,C_445916,P_RARE_Product_Family_01,2021-12-08,2021-12-10,2021-12-10,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2244.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0001664,1,C_445916,P_RARE_Product_Family_01,2021-07-09,2021-07-09,2021-07-09,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: ارسال نمونه؛ فوریت: فوری؛ کد پیگیری 2248.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0001665,1,C_445916,P_RARE_Product_Family_01,2020-05-24,2020-05-26,2020-05-26,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2250.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0001666,1,C_445923,,2021-05-15,2021-05-17,2021-05-17,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2246.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001667,1,C_445923,,2021-06-28,2021-06-29,2021-06-29,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 2249.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001668,1,C_445923,,2021-06-23,2021-06-25,2021-06-25,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2250. اطلاعات تکمیلی در نسخه دوم ثبت شد.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001669,1,C_445923,P_RARE_Product_Family_03,2021-05-23,2021-05-24,2021-05-24,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2252.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001670,1,C_445923,P_RARE_Product_Family_03,2021-06-30,2021-06-30,2021-06-30,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 2254.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001671,1,C_451428,P_RARE_Product_Family_03,2021-07-19,2021-07-20,2021-07-20,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 2251.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001672,1,C_451428,,2020-05-26,2020-05-27,2020-05-27,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 2253.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001673,1,C_451428,,2021-08-01,2021-08-03,2021-08-03,وصول مطالبات,مشتری برنامه تسویه مرحله,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001674,1,C_451428,,2021-08-06,2021-08-07,2021-08-07,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 2257.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001675,1,C_451428,P_RARE_Product_Family_03,2021-09-06,2021-09-08,2021-09-08,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2259.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001676,1,C_451674,P_232438,2020-07-23,2020-07-25,2020-07-25,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2256.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0001677,1,C_451674,,2020-08-23,2020-08-23,2020-08-23,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 2258.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0001678,1,C_451674,P_232438,2020-07-13,2020-07-14,2020-07-14,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2260.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0001678,2,C_451674,P_232438,2020-07-13,2020-07-14,2020-07-21,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2260. اطلاعات تکمیلی ثبت شد.,پیگیری تلفنی,اصلاح,CRM_ACTIVITIES,REP-005
INT-0001679,1,C_451674,,2020-08-13,2020-08-15,2020-08-15,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2263.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0001680,1,C_451674,P_232438,2020-06-01,2020-06-03,2020-06-03,وصول مطالبات,مشتری برنامه تسویه مرحله,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0001681,1,C_453891,,2021-07-16,2021-07-17,2021-07-17,پیگیری سفارش,زمان,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001682,1,C_453891,,2021-08-29,2021-08-29,2021-08-29,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 2265.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001683,1,C_453891,P_RARE_Product_Family_05,2021-07-29,2021-07-31,2021-07-31,پیگیری سفارش,زمان,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001684,1,C_453891,P_RARE_Product_Family_05,2021-09-11,2021-09-12,2021-09-12,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 2271.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001685,1,C_453891,P_RARE_Product_Family_05,2021-08-11,2021-08-11,2021-08-11,پیگیری سفارش,زمان,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001686,1,C_455087,,2021-04-16,2021-04-18,2021-04-18,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2268.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001687,1,C_455087,,2020-09-08,2020-09-09,2020-09-09,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 2272.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001688,1,C_455087,P_RARE_Product_Family_05,2021-03-31,2021-04-01,2021-04-01,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 2275.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001689,1,C_455087,P_476135,2020-08-23,2020-08-23,2020-08-23,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 2277.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001690,1,C_455087,P_RARE_Product_Family_05,2020-12-13,2020-12-14,2020-12-14,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2279.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001690,2,C_455087,P_RARE_Product_Family_05,2020-12-13,2020-12-14,2020-12-17,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2279. اطلاعات تکمیلی ثبت شد.,ارسال نمونه,اصلاح,CRM_ACTIVITIES,REP-003
INT-0001691,1,C_459713,,2021-12-10,2021-12-12,2021-12-12,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2276.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0001692,1,C_459713,P_RARE_Product_Family_02,2021-12-20,2021-12-20,2021-12-20,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 2278.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0001693,1,C_459713,P_RARE_Product_Family_02,2022-01-20,2022-01-21,2022-01-21,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2280.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0001694,1,C_459713,,2021-09-05,2021-09-05,2021-09-05,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2282.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0001695,1,C_459713,P_RARE_Product_Family_02,2021-12-15,2021-12-16,2021-12-16,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 2284.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0001696,1,C_459867,P_786252,2021-07-24,2021-07-26,2021-07-26,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 2281.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001697,1,C_459867,P_786252,2021-10-07,2021-10-07,2021-10-07,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2283.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001698,1,C_459867,P_786252,2021-05-20,2021-05-20,2021-05-20,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: فوری؛ کد پیگیری 2285.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001699,1,C_459867,P_786252,2021-10-17,2021-10-18,2021-10-18,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2287. اطلاعات تکمیلی در نسخه دوم ثبت شد.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001700,1,C_459867,P_786252,2021-11-22,2021-11-24,2021-11-24,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2292.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001701,1,C_464759,P_645213,2021-01-21,2021-01-21,2021-01-21,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2287.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001702,1,C_464759,,2021-01-03,2021-01-03,2021-01-03,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2291.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001703,1,C_464759,P_645213,2021-02-03,2021-02-04,2021-02-04,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 2294.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001704,1,C_464759,P_417757,2021-01-16,2021-01-17,2021-01-17,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 2297.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001705,1,C_464759,,2021-02-16,2021-02-18,2021-02-18,وصول مطالبات,زمان,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001706,1,C_465208,P_812406,2021-12-24,2021-12-26,2021-12-26,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2296.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001707,1,C_465208,P_291919,2021-07-21,2021-07-21,2021-07-21,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2298.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001708,1,C_465208,,2022-01-05,2022-01-06,2022-01-06,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 2300.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001709,1,C_465208,,2021-10-16,2021-10-18,2021-10-18,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 2303.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001710,1,C_465208,P_047350,2021-12-29,2021-12-29,2021-12-29,وصول مطالبات,زمان,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001711,1,C_465208,P_047350,2021-12-17,2021-12-19,2021-12-19,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: ارسال نمونه؛ فوریت: فوری؛ کد پیگیری 2308.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0001712,1,C_465481,,2020-02-20,2020-02-22,2020-02-22,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 2303.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001713,1,C_465481,P_987950,2020-08-22,2020-08-23,2020-08-23,وصول مطالبات,زمان,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001714,1,C_465481,P_118397,2020-08-14,2020-08-15,2020-08-15,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: ارسال نمونه؛ فوریت: فوری؛ کد پیگیری 2308.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001715,1,C_465481,,2021-10-10,2021-10-10,2021-10-10,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2311.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001716,1,C_465481,P_118397,2021-09-16,2021-09-16,2021-09-16,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 2315.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001717,1,C_465481,P_298416,2022-05-02,2022-05-04,2022-05-04,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 2318.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001718,1,C_465481,,2020-10-26,2020-10-27,2020-10-27,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 2322.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001719,1,C_465481,P_945371,2021-04-21,2021-04-21,2021-04-21,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 2324.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001719,2,C_465481,P_945371,2021-04-21,2021-04-21,2021-04-30,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 2324. اطلاعات تکمیلی ثبت شد.,جلسه قیمت,اصلاح,CRM_ACTIVITIES,REP-002
INT-0001720,1,C_465481,P_987950,2020-03-06,2020-03-07,2020-03-07,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 2326.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001721,1,C_465481,P_427325,2020-07-15,2020-07-17,2020-07-17,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2329.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001721,2,C_465481,P_427325,2020-07-15,2020-07-17,2020-07-20,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2329. اطلاعات تکمیلی ثبت شد.,پیگیری تلفنی,اصلاح,CRM_ACTIVITIES,REP-002
INT-0001722,1,C_465481,,2020-08-15,2020-08-15,2020-08-15,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2331.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001723,1,C_465481,P_987950,2020-04-21,2020-04-22,2020-04-22,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 2333.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001724,1,C_465481,,2020-10-21,2020-10-21,2020-10-21,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 2335.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001725,1,C_465481,,2021-08-09,2021-08-10,2021-08-10,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2337.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0001726,1,C_466143,P_RARE_Product_Family_03,2021-04-22,2021-04-24,2021-04-24,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 2324.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-007
